address,type,rent,beds,baths,sqft,Location,Area
"Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,17000.0,2 ,2 ,650 ,Dhaka,Mirpur
"Jamal Khan, Chattogram",Apartment,70000.0,3 ,4 ,"1,500 ",Chattogram,Jamal Khan
"Block K, Baridhara, Dhaka",Apartment,100000.0,4 ,4 ,"3,000 ",Dhaka,Baridhara
"Borobag, Section 2, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Mirpur
"Block G, Bashundhara R-A, Dhaka",Apartment,25000.0,4 ,3 ,"1,550 ",Dhaka,Bashundhara R-A
"Kallyanpur, Mirpur, Dhaka",Apartment,24000.0,3 ,3 ,"1,350 ",Dhaka,Mirpur
"Block K, Bashundhara R-A, Dhaka",Apartment,22000.0,2 ,2 ,"1,250 ",Dhaka,Bashundhara R-A
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,3 ,"1,400 ",Chattogram,Khulshi
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,19000.0,3 ,3 ,"1,530 ",Dhaka,Aftab Nagar
"Khilgaon, Dhaka",Apartment,20000.0,2 ,2 ,950 ,Dhaka,Khilgaon
"Tejgaon, Dhaka",Apartment,35000.0,3 ,3 ,"1,600 ",Dhaka,Tejgaon
"Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,370 ",Dhaka,Badda
"Dhanmondi, Dhaka",Apartment,120000.0,4 ,4 ,"2,750 ",Dhaka,Dhanmondi
"Block K, Bashundhara R-A, Dhaka",Apartment,26000.0,3 ,3 ,"1,450 ",Dhaka,Bashundhara R-A
"2nd Colony, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Tejgaon, Dhaka",Apartment,35000.0,3 ,3 ,"1,650 ",Dhaka,Tejgaon
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,400 ",Dhaka,Aftab Nagar
"Block F, Banasree, Dhaka",Apartment,35000.0,4 ,4 ,"1,700 ",Dhaka,Banasree
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Aftab Nagar
"Taltola, Agargaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Agargaon
"Block C, Bashundhara R-A, Dhaka",Apartment,60000.0,3 ,4 ,"2,700 ",Dhaka,Bashundhara R-A
"Sector 4, Uttara, Dhaka",Apartment,45000.0,4 ,3 ,"2,200 ",Dhaka,Uttara
"School Road, Mohakhali, Dhaka",Apartment,25000.0,3 ,2 ,"1,375 ",Dhaka,Mohakhali
"Block B, South Khulshi Residential Area, South Khulshi, Khulshi, Chattogram",Apartment,25000.0,4 ,4 ,"1,800 ",Chattogram,Khulshi
"East Rampura, Rampura, Dhaka",Apartment,16000.0,3 ,3 ,"1,100 ",Dhaka,Rampura
"Uttar Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,300 ",Dhaka,Badda
"Kallyanpur, Mirpur, Dhaka",Apartment,16500.0,3 ,2 ,"1,000 ",Dhaka,Mirpur
"Notunbag, Taltola, Khilgaon, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Khilgaon
"Shyamoli, Dhaka",Apartment,27000.0,3 ,4 ,"1,750 ",Dhaka,Shyamoli
"Chowdhuripara, Khilgaon, Dhaka",Apartment,23000.0,2 ,2 ,"1,050 ",Dhaka,Khilgaon
"Tejgaon, Dhaka",Apartment,35000.0,3 ,3 ,"1,580 ",Dhaka,Tejgaon
"Paikpara, Mirpur, Dhaka",Apartment,14000.0,3 ,2 ,"1,050 ",Dhaka,Mirpur
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,950 ,Dhaka,Mohammadpur
"Block K, Baridhara, Dhaka",Apartment,220000.00000000003,4 ,5 ,"3,850 ",Dhaka,Baridhara
"Khilbari Tek, Badda, Dhaka",Apartment,24000.0,3 ,3 ,"1,300 ",Dhaka,Badda
"Sector 4, Uttara, Dhaka",Apartment,60000.0,3 ,3 ,"2,000 ",Dhaka,Uttara
"Khilbari Tek, Badda, Dhaka",Apartment,18000.0,3 ,3 ,"1,150 ",Dhaka,Badda
"Banani DOHS, Dhaka",Apartment,160000.0,4 ,5 ,"2,600 ",Dhaka,Banani DOHS
"Block A, Section 11, Mirpur, Dhaka",Apartment,30000.0,3 ,3 ,"1,450 ",Dhaka,Mirpur
"Sector 1, Uttara, Dhaka",Apartment,100000.0,4 ,5 ,"3,000 ",Dhaka,Uttara
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,22000.0,3 ,3 ,"1,400 ",Dhaka,Adabor
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,80000.0,4 ,5 ,"2,800 ",Chattogram,Khulshi
"Block L, Bashundhara R-A, Dhaka",Apartment,35000.0,4 ,4 ,"2,500 ",Dhaka,Bashundhara R-A
"Sector 1, Uttara, Dhaka",Apartment,140000.0,4 ,4 ,"2,100 ",Dhaka,Uttara
"Block I, Bashundhara R-A, Dhaka",Apartment,25000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,150 ",Dhaka,Mohammadpur
"Sector 4, Uttara, Dhaka",Apartment,35000.0,3 ,3 ,"1,650 ",Dhaka,Uttara
"Eskaton, Dhaka",Apartment,28000.0,3 ,3 ,"1,500 ",Dhaka,Eskaton
"Block C, Bashundhara R-A, Dhaka",Apartment,75000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"Mohammadpur, Dhaka",Apartment,60000.0,4 ,4 ,"1,900 ",Dhaka,Mohammadpur
"Shahid Nagar, Bayazid, Chattogram",Apartment,15000.0,3 ,3 ,"1,200 ",Chattogram,Bayazid
"Uttar Badda, Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,771 ",Dhaka,Badda
"Block F, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,18000.0,3 ,3 ,"1,150 ",Chattogram,Bakalia
"Block K, Bashundhara R-A, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Bashundhara R-A
"Sector 1, Uttara, Dhaka",Apartment,80000.0,3 ,4 ,"2,004 ",Dhaka,Uttara
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,17000.0,2 ,2 ,700 ,Dhaka,Adabor
"Malibagh, Dhaka",Apartment,27000.0,3 ,3 ,"1,300 ",Dhaka,Malibagh
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,22000.0,3 ,2 ,"1,150 ",Dhaka,Mohammadpur
"Mohakhali DOHS, Dhaka",Apartment,80000.0,4 ,4 ,"2,600 ",Dhaka,Mohakhali DOHS
"South Khulshi, Khulshi, Chattogram",Apartment,25000.0,3 ,4 ,"1,700 ",Chattogram,Khulshi
"Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,3 ,"1,500 ",Chattogram,Khulshi
"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",Apartment,45000.0,3 ,3 ,"2,200 ",Dhaka,Mirpur
"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,38000.0,3 ,4 ,"2,200 ",Chattogram,Muradpur
"Block A, Niketan, Dhaka",Apartment,120000.0,4 ,3 ,"3,200 ",Dhaka,Niketan
"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Apartment,15500.0,2 ,2 ,950 ,Chattogram,9 No. North Pahartali Ward
"Shyamoli, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Shyamoli
"Block K, Baridhara, Dhaka",Apartment,250000.0,4 ,4 ,"3,000 ",Dhaka,Baridhara
"Nurer Chala, Badda, Dhaka",Apartment,12000.0,2 ,2 ,600 ,Dhaka,Badda
"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,18000.0,3 ,2 ,"1,150 ",Dhaka,Dakshin Khan
"Khilbari Tek, Badda, Dhaka",Apartment,18000.0,2 ,2 ,800 ,Dhaka,Badda
"South Banasree Project, Banasree, Dhaka",Apartment,31000.0,4 ,3 ,"2,200 ",Dhaka,Banasree
"Gulshan 1, Gulshan, Dhaka",Apartment,150000.0,3 ,3 ,"2,600 ",Dhaka,Gulshan
"Block F, Section 2, Mirpur, Dhaka",Apartment,18000.0,2 ,3 ,"1,100 ",Dhaka,Mirpur
"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka",Apartment,14000.0,3 ,3 ,"1,200 ",Dhaka,Mohammadpur
"Gulshan 1, Gulshan, Dhaka",Apartment,150000.0,3 ,3 ,"2,750 ",Dhaka,Gulshan
"Block B, Section 12, Mirpur, Dhaka",Apartment,35000.0,3 ,4 ,"1,850 ",Dhaka,Mirpur
"New Eskaton, Eskaton, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Eskaton
"Block M, Banasree, Dhaka",Apartment,18000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Sector 4, Uttara, Dhaka",Apartment,60000.0,4 ,4 ,"2,400 ",Dhaka,Uttara
"Uttar Badda, Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,738 ",Dhaka,Badda
"East Vatara, Vatara, Badda, Dhaka",Apartment,13000.0,2 ,2 ,800 ,Dhaka,Badda
"Block H, Banasree, Dhaka",Apartment,50000.0,5 ,5 ,"2,965 ",Dhaka,Banasree
"Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Sector 10, Uttara, Dhaka",Apartment,23000.0,3 ,4 ,"1,300 ",Dhaka,Uttara
"Mohammadpur, Dhaka",Apartment,80000.0,3 ,3 ,"2,088 ",Dhaka,Mohammadpur
"Sector 6, Uttara, Dhaka",Apartment,50000.0,4 ,4 ,"2,100 ",Dhaka,Uttara
"Ibrahimpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,220 ",Dhaka,Ibrahimpur
"Shantinagar, Dhaka",Apartment,25000.0,2 ,2 ,800 ,Dhaka,Shantinagar
"Katashur, Mohammadpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,100 ",Dhaka,Mohammadpur
"Block D, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,200 ",Dhaka,Bashundhara R-A
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"East Rampura, Rampura, Dhaka",Apartment,22000.0,3 ,3 ,"1,350 ",Dhaka,Rampura
"Farmgate, Tejgaon, Dhaka",Apartment,28000.0,2 ,3 ,"1,000 ",Dhaka,Tejgaon
"South Khulshi, Khulshi, Chattogram",Apartment,32000.0,3 ,3 ,"1,700 ",Chattogram,Khulshi
"Kathalbagan, Dhaka",Room,16000.0,2 ,2 ,720 ,Dhaka,Kathalbagan
"Dampara, 15 No. Bagmoniram Ward, Chattogram",Apartment,28000.0,3 ,4 ,"1,700 ",Chattogram,15 No. Bagmoniram Ward
"Farmgate, Tejgaon, Dhaka",Apartment,28000.0,3 ,3 ,"1,300 ",Dhaka,Tejgaon
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,35000.0,3 ,3 ,"1,600 ",Chattogram,Khulshi
"South Badda, Badda, Dhaka",Apartment,30000.0,3 ,4 ,"1,430 ",Dhaka,Badda
"Lalmatia, Dhaka",Apartment,60000.0,3 ,3 ,"2,000 ",Dhaka,Lalmatia
"Banani, Dhaka",Apartment,100000.0,3 ,3 ,"2,300 ",Dhaka,Banani
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,600 ",Dhaka,Mohammadpur
"Gulshan 2, Gulshan, Dhaka",Apartment,250000.0,4 ,4 ,"4,200 ",Dhaka,Gulshan
"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",Apartment,12000.0,2 ,2 ,"1,050 ",Chattogram,7 No. West Sholoshohor Ward
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,130000.0,4 ,4 ,"2,800 ",Chattogram,Khulshi
"11 No. South Kattali Ward, Chattogram",Apartment,16000.0,3 ,2 ,"1,200 ",Chattogram,11 No. South Kattali Ward
"Mohakhali DOHS, Dhaka",Apartment,35000.0,2 ,2 ,"1,200 ",Dhaka,Mohakhali DOHS
"Road No 1, Jalalabad Housing Society, Chattogram",Apartment,19000.0,3 ,3 ,"1,350 ",Chattogram,Jalalabad Housing Society
"Matikata, Cantonment, Dhaka",Apartment,13000.0,2 ,2 ,850 ,Dhaka,Cantonment
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,20000.0,2 ,2 ,900 ,Dhaka,Adabor
"Shantinagar, Dhaka",Apartment,31000.0,3 ,3 ,"1,200 ",Dhaka,Shantinagar
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Adabor
"Gulshan 2, Gulshan, Dhaka",Apartment,80000.0,4 ,4 ,"3,000 ",Dhaka,Gulshan
"Sector 7, Uttara, Dhaka",Apartment,45000.0,3 ,3 ,"1,480 ",Dhaka,Uttara
"South Khulshi, Khulshi, Chattogram",Apartment,50000.0,3 ,3 ,"2,000 ",Chattogram,Khulshi
"Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Uttar Badda, Badda, Dhaka",Apartment,24000.0,3 ,3 ,"1,300 ",Dhaka,Badda
"Section 1, Mirpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mirpur
"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,9000.0,2 ,2 ,650 ,Chattogram,Halishahar
"Kalabagan, Dhaka",Apartment,33000.0,3 ,3 ,"1,555 ",Dhaka,Kalabagan
"Mirpur, Dhaka",Apartment,12000.0,3 ,2 ,"1,000 ",Dhaka,Mirpur
"Tejgaon, Dhaka",Apartment,23000.0,2 ,2 ,880 ,Dhaka,Tejgaon
"Shyamoli, Dhaka",Apartment,16000.0,2 ,2 ,725 ,Dhaka,Shyamoli
"Mohammadpur, Dhaka",Apartment,45000.0,3 ,4 ,"1,705 ",Dhaka,Mohammadpur
"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,14000.0,3 ,3 ,"1,150 ",Chattogram,4 No Chandgaon Ward
"Sector 6, Uttara, Dhaka",Apartment,45000.0,3 ,3 ,"2,300 ",Dhaka,Uttara
"Gulshan 2, Gulshan, Dhaka",Apartment,150000.0,3 ,3 ,"2,400 ",Dhaka,Gulshan
"Block D, Section 12, Mirpur, Dhaka",Apartment,10000.0,2 ,2 ,700 ,Dhaka,Mirpur
"Malibagh, Dhaka",Apartment,22000.0,2 ,2 ,"1,000 ",Dhaka,Malibagh
"Chadra Nagar, Bayazid, Chattogram",Apartment,15000.0,3 ,3 ,"1,250 ",Chattogram,Bayazid
"Eskaton, Dhaka",Apartment,25000.0,3 ,3 ,"1,250 ",Dhaka,Eskaton
"Block C, Bashundhara R-A, Dhaka",Apartment,42000.0,3 ,4 ,"2,080 ",Dhaka,Bashundhara R-A
"Block K, Baridhara, Dhaka",Building,550000.0,6 ,6 ,"5,500 ",Dhaka,Baridhara
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,350 ",Dhaka,Mohammadpur
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Adabor
"Ahmed Nagar, Mirpur, Dhaka",Apartment,16000.0,3 ,2 ,"1,000 ",Dhaka,Mirpur
"Uttar Badda, Badda, Dhaka",Apartment,22000.0,3 ,3 ,"1,350 ",Dhaka,Badda
"Hatirpool, Dhaka",Apartment,30000.0,3 ,3 ,"1,245 ",Dhaka,Hatirpool
"Block B, Section 12, Mirpur, Dhaka",Apartment,13000.0,1 Bed,1 Bath,450 ,Dhaka,Mirpur
"Sector 3, Uttara, Dhaka",Apartment,45000.0,4 ,4 ,"2,000 ",Dhaka,Uttara
"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,16000.0,3 ,2 ,"1,100 ",Chattogram,Bayazid
"Block L, Bashundhara R-A, Dhaka",Apartment,18000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"Eskaton, Dhaka",Apartment,40000.0,3 ,4 ,"1,900 ",Dhaka,Eskaton
"Shantinagar, Dhaka",Apartment,35000.0,3 ,3 ,"1,400 ",Dhaka,Shantinagar
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Bakalia, Chattogram",Apartment,28000.0,3 ,3 ,"1,800 ",Chattogram,Bakalia
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",Apartment,45000.0,2 ,3 ,"1,600 ",Dhaka,Mirpur
"Block B, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,500 ",Dhaka,Mohammadpur
"Tejgaon, Dhaka",Apartment,23000.0,2 ,2 ,950 ,Dhaka,Tejgaon
"Block G, Banasree, Dhaka",Apartment,35000.0,4 ,4 ,"1,800 ",Dhaka,Banasree
"Sector 2, Block D, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Aftab Nagar
"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,33000.0,3 ,3 ,"1,200 ",Chattogram,15 No. Bagmoniram Ward
"Maghbazar, Dhaka",Apartment,30000.0,3 ,2 ,"1,200 ",Dhaka,Maghbazar
"Block E, Banasree, Dhaka",Apartment,12000.0,1 Bed,1 Bath,400 ,Dhaka,Banasree
"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,21000.0,3 ,3 ,"1,500 ",Chattogram,Bayazid
"Taltola, Agargaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Agargaon
"Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,17000.0,2 ,2 ,700 ,Dhaka,Mirpur
"Tejgaon, Dhaka",Apartment,20000.0,3 ,3 ,"1,130 ",Dhaka,Tejgaon
"Uttar Badda, Badda, Dhaka",Apartment,18000.0,3 ,3 ,"1,250 ",Dhaka,Badda
"West Shewrapara, Mirpur, Dhaka",Apartment,13500.0,2 ,2 ,800 ,Dhaka,Mirpur
"Gulshan 1, Gulshan, Dhaka",Duplex,300000.0,6 ,8 ,"6,400 ",Dhaka,Gulshan
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,400 ",Chattogram,Khulshi
"Ahmed Nagar, Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"Banani, Dhaka",Apartment,130000.0,4 ,4 ,"3,000 ",Dhaka,Banani
"East Kazipara, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Kalabagan, Dhaka",Apartment,28000.0,3 ,3 ,"1,300 ",Dhaka,Kalabagan
"16 No. Chawk Bazaar Ward, Chattogram",Apartment,36000.0,3 ,4 ,"2,040 ",Chattogram,16 No. Chawk Bazaar Ward
"Block B, Aftab Nagar, Dhaka",Apartment,25000.0,3 ,3 ,"1,250 ",Dhaka,Aftab Nagar
"Block K, Baridhara, Dhaka",Apartment,80000.0,3 ,3 ,"1,700 ",Dhaka,Baridhara
"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,30000.0,3 ,3 ,"1,300 ",Chattogram,Muradpur
"Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,725 ,Dhaka,Mohammadpur
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,45000.0,3 ,1 Bath,800 ,Chattogram,Khulshi
"Shiddheswari, Dhaka",Apartment,28000.0,3 ,2 ,"1,150 ",Dhaka,Shiddheswari
"Chadra Nagar, Bayazid, Chattogram",Apartment,14000.0,3 ,3 ,"1,250 ",Chattogram,Bayazid
"Sector 6, Uttara, Dhaka",Apartment,40000.0,3 ,3 ,"1,600 ",Dhaka,Uttara
"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,14000.0,3 ,3 ,"1,150 ",Chattogram,4 No Chandgaon Ward
"Sector 5, Uttara, Dhaka",Apartment,55000.0,3 ,3 ,"1,680 ",Dhaka,Uttara
"Cantonment, Dhaka",Apartment,15000.0,3 ,3 ,"1,200 ",Dhaka,Cantonment
"Section 10, Mirpur, Dhaka",Apartment,21000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"Middle Badda, Badda, Dhaka",Apartment,20000.0,3 ,2 ,"1,100 ",Dhaka,Badda
"Road No 12, Block B, Section 11, Mirpur, Dhaka",Apartment,11000.0,2 ,2 ,650 ,Dhaka,Mirpur
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,16000.0,3 ,2 ,"1,150 ",Dhaka,Adabor
"Block A, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,800 ",Dhaka,Bashundhara R-A
"Gulshan 1, Gulshan, Dhaka",Apartment,250000.0,4 ,4 ,"2,500 ",Dhaka,Gulshan
"Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Ibrahimpur, Dhaka",Apartment,9000.0,1 Bed,1 Bath,600 ,Dhaka,Ibrahimpur
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,000 ",Dhaka,Mirpur
"Dhanmondi, Dhaka",Duplex,350000.0,5 ,6 ,"7,500 ",Dhaka,Dhanmondi
"Middle Badda, Badda, Dhaka",Apartment,24000.0,3 ,2 ,"1,450 ",Dhaka,Badda
"West Rampura, Rampura, Dhaka",Apartment,28000.0,3 ,3 ,"1,665 ",Dhaka,Rampura
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Ahmed Nagar, Mirpur, Dhaka",Apartment,15000.0,3 ,2 ,"1,035 ",Dhaka,Mirpur
"Sector 7, Uttara, Dhaka",Apartment,45000.0,3 ,4 ,"2,350 ",Dhaka,Uttara
"Uttar Badda, Badda, Dhaka",Apartment,22000.0,3 ,3 ,"1,100 ",Dhaka,Badda
"Sector 1, Uttara, Dhaka",Apartment,60000.0,3 ,3 ,"1,500 ",Dhaka,Uttara
"Mohammadpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,000 ",Dhaka,Mohammadpur
"Eskaton, Dhaka",Apartment,23000.0,2 ,2 ,850 ,Dhaka,Eskaton
"Chalabon, Dakshin Khan, Dhaka",Apartment,10000.0,2 ,2 ,600 ,Dhaka,Dakshin Khan
"Gulshan 2, Gulshan, Dhaka",Apartment,125000.0,3 ,3 ,"2,700 ",Dhaka,Gulshan
"Block B, Bashundhara R-A, Dhaka",Apartment,45000.0,3 ,3 ,"2,000 ",Dhaka,Bashundhara R-A
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,38000.0,4 ,4 ,"2,500 ",Chattogram,Khulshi
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"Malibagh, Dhaka",Apartment,25000.0,3 ,3 ,"1,500 ",Dhaka,Malibagh
"Banani DOHS, Dhaka",Apartment,85000.0,3 ,3 ,"1,800 ",Dhaka,Banani DOHS
"Monipuripara, Tejgaon, Dhaka",Apartment,45000.0,3 ,3 ,"2,200 ",Dhaka,Tejgaon
Dhaka,Building,40000.0,4 ,5 ,"3,600 ",Dhaka,
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,23000.0,3 ,3 ,"1,400 ",Dhaka,Adabor
"Mohammadpur, Dhaka",Apartment,70000.0,3 ,4 ,"2,200 ",Dhaka,Mohammadpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,400 ",Chattogram,Khulshi
"Banani DOHS, Dhaka",Apartment,85000.0,3 ,3 ,"1,800 ",Dhaka,Banani DOHS
"Uttar Badda, Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,626 ",Dhaka,Badda
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,Double Mooring
"Sector 7, Uttara, Dhaka",Apartment,45000.0,3 ,4 ,"1,610 ",Dhaka,Uttara
"Eskaton, Dhaka",Apartment,30000.0,3 ,3 ,"1,700 ",Dhaka,Eskaton
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,17000.0,3 ,3 ,"1,100 ",Dhaka,Aftab Nagar
"Uttar Badda, Badda, Dhaka",Apartment,19000.0,3 ,3 ,"1,250 ",Dhaka,Badda
"10 No. North Kattali Ward, Chattogram",Apartment,15000.0,3 ,3 ,"1,150 ",Chattogram,10 No. North Kattali Ward
"Block M, Banasree, Dhaka",Apartment,18000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,22000.0,3 ,3 ,"1,500 ",Chattogram,Khulshi
"Section 1, Mirpur, Dhaka",Apartment,13000.0,2 ,2 ,750 ,Dhaka,Mirpur
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",Apartment,20000.0,3 ,2 ,"1,100 ",Dhaka,Dhanmondi
"East Rampura, Rampura, Dhaka",Apartment,20000.0,3 ,3 ,980 ,Dhaka,Rampura
"Shukrabad, Dhanmondi, Dhaka",Apartment,30000.0,3 ,2 ,"1,250 ",Dhaka,Dhanmondi
"Farmgate, Tejgaon, Dhaka",Apartment,22000.0,3 ,3 ,"1,615 ",Dhaka,Tejgaon
"Uttar Badda, Badda, Dhaka",Apartment,22000.0,3 ,2 ,"1,450 ",Dhaka,Badda
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,16000.0,2 ,2 ,850 ,Dhaka,Adabor
"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,60000.0,3 ,3 ,"1,850 ",Chattogram,9 No. North Pahartali Ward
"Hatirpool, Dhaka",Apartment,40000.0,3 ,4 ,"1,750 ",Dhaka,Hatirpool
"West Shewrapara, Mirpur, Dhaka",Apartment,27000.0,3 ,3 ,"2,000 ",Dhaka,Mirpur
"Block A, Section 11, Mirpur, Dhaka",Apartment,27000.0,3 ,3 ,"1,400 ",Dhaka,Mirpur
"Namapara, Khilkhet, Dhaka",Apartment,15500.0,3 ,2 ,"1,000 ",Dhaka,Khilkhet
"Khilgaon, Dhaka",Apartment,22000.0,3 ,3 ,"1,290 ",Dhaka,Khilgaon
"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,20000.0,3 ,3 ,"1,450 ",Chattogram,Bayazid
"Kakrail, Dhaka",Apartment,42000.0,4 ,3 ,"1,675 ",Dhaka,Kakrail
"Block K, Baridhara, Dhaka",Duplex,1000000.0,7 ,8 ,"12,000 ",Dhaka,Baridhara
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,14000.0,3 ,3 ,"1,200 ",Dhaka,Mirpur
"Senpara Parbata, Section 10, Mirpur, Dhaka",Apartment,14000.0,2 ,1 Bath,650 ,Dhaka,Mirpur
